text,label
SHOCKING! Reporters Show How Easy It Is To Cross The Border Over And Over…And Over! [VIDEO],FAKE
Iran upholds death sentence for Iranian academic with Swedish residency,REAL
Patrick Henningsen and Don DeBar Discuss Trump’s ‘Immigration Ban’ and the Media Reaction,FAKE
HILARIOUS! FOX News’ Greg Gutfeld Introduces New Sponsor Of His Show…”Victima” [VIDEO],FAKE
"NATIONAL PET CHAIN Linked To Outbreak of Bacterial Infection Sickens 39 People In 7 States, 9 Victims Have Already Been Hospitalized",FAKE
" Desperate For Guests, Fox News’ O’Reilly Replacement Invites Fabio On To Bash Liberals (VIDEO)",FAKE
 Did Trump Go Full Nixon? Former Employees Reportedly Saw Him Taping Conversations,FAKE
 WH Official: We Will Keep Saying ‘Fake News’ Until The Media Is Nicer To Trump,FAKE
AMERICA’S WORST FEAR: How Our Punishing President Will Harm America In His Final Months If Trump Wins,FAKE
Protesters keeping kids away from Cleveland Republican convention,REAL
 Paul Ryan Quotes Mel Gibson In A Desperate Attempt To Not Be The Next John Boehner,FAKE
"5-STAR MOOCH Tells Graduates: “Every Single Day, I Wake Up In A House That Was Built By Slaves” [VIDEO]",FAKE
 WATCH: Hypocrite Mitch McConnell Tells Democrats To ‘Grow Up’ And Treat Trump Like GOP Treated Obama,FAKE
HARSH AND TRUE! TOP TEN Reasons Obama Was The WORST President EVER! [Video],FAKE
There was no independence referendum in Catalonia today: Spain PM,REAL
MYSTERY SURROUNDS Funding For Take Down Of Historic Confederate Monuments…New Orleans Mayor Refuses To Tell,FAKE
Sessions confirmed as U.S. attorney general after battle with Democrats,REAL
MAXINE DOUBLES DOWN ON CRAZY: MSNBC Host Has Hard Time Keeping Straight Face When Maxine Reveals Who She Believes Fed Trump “Crooked Hillary” and “Lock Her Up” Lines [VIDEO],FAKE
 Racist-As-F*ck GOP Mayor BUSTED On Tape Calling Black People ‘Chimps’ And ‘N****rs’ (AUDIO),FAKE
 Cruz Leaves Closet Disappointed After Secret Meeting With Carson,FAKE
France's Macron says will continue to press Trump on climate agreement,REAL
 D.L. Hughley Eviscerates Racist Republicans For Backing ‘Circus Clown’ Trump (VIDEO),FAKE
Trump: U.S. will win appeal of judge's travel ban order,REAL
 Nancy Pelosi Backs BOMBSHELL Legislation That Could Kick Trump Out Of Office (VIDEO),FAKE
"Factbox: Trump on Twitter (July 19) - Republican Senators, Healthcare bill, McCain",REAL
 WATCH: Rick Santorum Torches Trump For Not Taking Responsibility For Electoral Bloodbath,FAKE
"Russia says continues dialogue with Washington on North Korea, Iran: RIA",REAL
 Republicans BETRAY Trump In Stunning Immigration Twist,FAKE
 The Ridiculous Reasons Obama’s Half-Brother Is Voting For Trump (VIDEO),FAKE
Democratic-led states battle Trump over consumer financial agency,REAL
 Israeli PM Netanyahu Quoted In Full Throated Support of Ethnically Cleansing Palestinians,FAKE
 Hillary Has Four Words For Everyone Claiming She Pals With Donald Trump,FAKE
Giuliani is a leading candidate to be Trump's secretary of state: source,REAL
Obama may speak informally with Duterte in Laos: White House,REAL
"Turkish, Iranian presidents discuss Iraqi Kurdish referendum: Erdogan's office",REAL
"Clinton's 'girl power' push wins over women in their 30s, not 20s",REAL
 Missouri State Rep. Has DUMBEST Idea EVER For ‘Helping’ Unarmed People In State Capitol (IMAGE),FAKE
" Here’s The List Of Items Trump Banned From Inauguration, Including Guns",FAKE
Trump spoke by phone to Egypt's Sisi to discuss Qatar: official,REAL
"After insurgents' truce, Myanmar says 'we don't negotiate with terrorists'",REAL
 Comey Sends DAMNING Warning About Future Elections After Trump (DETAILS),FAKE
France's Macron condemns missile test conducted by North Korea,REAL
Obama to host Colombian President Santos next week: White House,REAL
JUST IN: NYC TERRORIST Allegedly Entered U.S. On NY Democrat Senator Chuck Schumer’s ‘DIVERSITY VISA” Program,FAKE
White House retreats from government shutdown threat: Washington Post,REAL
OUTRAGEOUS: Top15 Examples Of How Radical We’ve Allowed Our Colleges And Universities To Become,FAKE
Republican Senator Collins says she will not vote for Trump,REAL
House to unveil Obamacare bill after next week,REAL
BIG MOUTH ROSIE O’DONNELL Could Be Heading To Prison After Taking Her Hate For President Trump Too Far,FAKE
 How Trump Is Hiding From The Media Like A Total Coward,FAKE
"Mayor, city manager of Texas 'spinach capital' arrested for corruption",REAL
“Not a word”…That’s What The Parents Of Beautiful Young Woman Murdered By Illegal Alien In Sanctuary City Have Heard From White House [VIDEO],FAKE
"In parting words, SEC's White calls for regulator to avoid political meddling",REAL
You're fired! U.S. school debaters' dim view of Trump's podium style,REAL
WATCH TUCKER CARLSON DESTROY Racist Flamethrower For Questioning “Hero” Label For White OSU Cop [VIDEO],FAKE
Tillerson to press Myanmar army chief to halt violence so Rohingya can return,REAL
VICIOUS! PORTLAND RIOTERS ATTACK Pregnant Woman With Baseball Bat [Video],FAKE
 WATCH: Hilarious Leaked Video Shows Australian PM Mocking Trump And It’s Now The Best Thing On The Internet,FAKE
BREAKING: Oregon Armed Militia Holding Federal Building [Video],FAKE
" There’s A Video Of Trump Saying The N-Word, And Here’s How Much It’ll Cost To Get It Released",FAKE
Ex-pharma exec Azar is top choice to run U.S. health agency: sources,REAL
"Kurdish YPG aims to conquer Syrian region, not fight Islamic State: Turkish minister",REAL
LIST OF U.S. STATES With Most Illegal Aliens,FAKE
Dem Lawmaker’s Epic Fake Panic Attack Over A Speeding Ticket Will Make Your Day [Video],FAKE
Proposed cuts to State Dept. budget worry House Foreign Affairs chair,REAL
 Hillary HAMMERS Trump With This Awesome List That Disqualifies Him From Being President,FAKE
'Rage against the machine': U.S. voters reject a 'rigged' system,REAL
White House plays down Trump son's meeting with Russian lawyer last year,REAL
 Elizabeth Warren Just Proved Why She’s Trump’s Absolute WORST Nightmare (VIDEO),FAKE
" Watch Trump Mock His Moronic Supporters To Their Faces, And They’re Too Stupid To Notice (VIDEO)",FAKE
Senator seeks ethics probe of Mnuchin's 'Lego Batman' comment,REAL
OBAMA READY TO DO BATTLE With America: Will “aggressively defend” Bringing Muslim Refugees To U.S.,FAKE
 Israeli Military General Compares Israel To Nazi Germany At Holocaust Remembrance Day Event,FAKE
" WATCH: Black Police Officer Lays Waste To Racist, Murdering Cops In Emotional Video",FAKE
" WATCH: Reince Priebus Lies Through His Teeth About Trump’s Star Tweet, And It’s Pitiful",FAKE
"TEEN VOGUE Publishes Article To Teach Teen Girls How To Have Anal Sex: “ANAL 101, for teens, beginners”",FAKE
Brazil tries to avert credit downgrade as pension reform doubts grow,REAL
 WATCH: Bernie Sanders Answers ‘Would You Be Hillary’s VP?’,FAKE
 Trump Staff Hangs Absurdly Offensive Abraham Lincoln Banner In Mar-A-Lago Dining Room,FAKE
Trump says he and China's Xi to try to end opioid crisis,REAL
ARROGANT OBAMA Might Want To Scrub This Video From The Internet: “At least I will go down as a president” [Video],FAKE
Illinois governor fails to budge as fiscal deadlock drags on,REAL
 Chris Christie Says Only Stupid Judges Will Work For Low Wages; Teachers Can Still Suck It (VIDEO),FAKE
HIGH ROAD! MARTIN LUTHER KING III MEETS WITH TRUMP: ‘Time to move forward’ [VIDEO],FAKE
 Trump Mocked Mercilessly After He Tries (And Fails) To Mock Clinton,FAKE
"Senators Burr, Tillis oppose Trump's EPA nominee Dourson: reports",REAL
LISTEN TO JEH JOHNSON’S BIZARRE REASON We Must Remove Confederate Statues…”Homeland Security” Threat? [Video],FAKE
U.S. tax bill should include repeal of health insurance mandate: Senate Republican leader,REAL
Betting on the U.S. election via the 'Trump ETF',REAL
Trump administration issues final rule on stricter Obamacare enrollment,REAL
 New Poll Has Very Bad News For The NRA (DETAILS),FAKE
OUCH! $15 MINIMUM WAGE ACTIVIST Interviewed By Cavuto Just Doesn’t Get The Truth [Video],FAKE
"BOMBSHELL: Classified NATO Report Praises Russia Airstrikes as ‘Efficient, and Accurate’ in Syria",FAKE
Obama makes new push to expand retirement savings,REAL
SHOCKING: Why Our Fed Government Will Grant “Disabled” Status With Benefits To Spanish Speaking Residents Of Puerto Rico,FAKE
"Trump says abortion doctors, not women should face punishment",REAL
Brussels steps up legal case against Poland over courts overhaul,REAL
 First Somali Refugee Elected In American History Subjected To Islamophobic Attack,FAKE
BREAKING PHOTOS AND VIDEO: TRUMP AT THE MEXICAN BORDER,FAKE
Cuba calls Trump's U.N. address 'unacceptable and meddling',REAL
France's Macron plans end to retire-young rail pensions,REAL
Trump's trust in Flynn had been eroding: White House spokesman,REAL
House Democrats question if Valeant is withholding records,REAL
 Fox News Shows REAL REACTION From Demoralized GOP Focus Group Full Of Trump Supporters (VIDEO),FAKE
California voting expert bares naked truth about politics,REAL
HERE’S A PERFECT EXAMPLE OF WHY People Don’t Trust Muslims Living In Their Communities,FAKE
ABC News Suspend Anchor Brian Ross Over Fake News Report on Trump-Flynn ‘Russian Collusion’,FAKE
 Trump’s $45 Million Loan Is The Latest Way He’s Fleecing His Campaign For Money,FAKE
Czech ruling party says wage growth must be priority for next government,REAL
Hezbollah's Nasrallah says group to focus on Israel,REAL
WILL JULIAN ASSANGE BE ASSASSINATED Before He Releases “October Surprise” He’s Threatened For Hillary [VIDEO],FAKE
 Ted Cruz Gets Confronted By A Furious Trump Supporter And It Doesn’t Go Well (VIDEO),FAKE
YEA! GOP SENATOR GOES OFF On Liberal Dem Spouting Lies About Trump Tax Plan: ‘GIMME A BREAK!’ [Video],FAKE
"Second woman enters Russian presidential race, campaigning for single mothers",REAL
WATCH What Happens To Freedom When A Nation Puts Political Correctness Before Its Citizens [VIDEO],FAKE
" Trump Will ANNHILILATE The Working Class He’s Pretending To Protect, And Here’s The PROOF",FAKE
Saudi's Kingdom Holding reports swing to quarterly profit from big loss,REAL
 GOP Debate Moderator: Facts Are TOTALLY IRRELEVANT During Republican Debates (VIDEO),FAKE
BREAKING: “Al Jazeera America” Shuts Down,FAKE
North Korea to release captured South Korea fishing boat Friday: KCNA,REAL
 Ex-CIA Official: Someone Needs To Give Trump A Binky And ‘Put Him In The Crib’ (VIDEO),FAKE
NATO says Russia misled West over scale of Zapad war games,REAL
Navy SEAL Tells Katy Perry: “Go to H*ll” [Video],FAKE
Wife of detained Taiwan activist to attend his trial in China,REAL
 Meet The Woman Who Took Down Evangelical Pedophile Josh Duggar,FAKE
AN ELECTION WARNING EVERY AMERICAN SHOULD READ: “Think of what the last eight years have wrought then pitch America forward to 2024”,FAKE
DINGBAT MAXINE WATERS Tells Islamic Society Republicans Trying To Prevent Sharia Law From Being Enforced In America Is “Contrary To American Values…Threatens National Security” [VIDEO],FAKE
NATIONAL BORDER PATROL UNION Gives First Time Ever Endorsement: “You Can Judge a Man By His Opponents”,FAKE
“White Student Union” Forms Facebook Page To Organize Against #BlackLivesMatter Terrorists On Campus…University Asks Facebook To Remove “Offensive” Page,FAKE
U.S. judge narrows travel ban in defeat for Trump,REAL
 Town’s Only Black Firefighter’s Home Burns Down After Racist Sends Threatening Letter (VIDEO),FAKE
MEDIA HIDES TRUTH ABOUT #UnFitHillary: FALLS OFF PODIUM…Takes Weekends Off From Campaigning In Front Of Tiny Audiences [VIDEO],FAKE
SHE GREW UP BELIEVING BLACKS Could Only Support Democrats…Until She Took A Job With ACORN: WATCH The INCREDIBLE Story Of A Woman Who Took On Obama’s LEFTIST MACHINE [VIDEO],FAKE
Senate delays healthcare vote as McCain recovers from surgery,REAL
"Lebanese patriarch, in Saudi, says supports reasons Hariri quit",REAL
[Video] POLICE HAVE VERY GOOD REASON FOR BLOCKING NEWLY “ELECTED”MAYOR From Entering City Hall Office,FAKE
Senate splits over bill to avoid government shutdown,REAL
"U.S. carrier drills with Japanese navy around Okinawa, southwest of Korean peninsula",REAL
MAJOR LIBERAL RAG RELUCTANTLY PUBLISHES Article On President Trump’s Outstanding Accomplishments…It’s How They Explain His Successes That Has Everyone Laughing,FAKE
UK parliament says government must publish secret Brexit impact studies,REAL
Hero Church Member With CCL Stops Sudanese Shooter Who Stormed Church in Tennessee Kills and Injures Churchgoers,FAKE
STUNNING GRAPHIC Of Obama’s Legacy That Every Democrat Should See,FAKE
What's a 'dotard' anyway? Kim's insult to Trump,REAL
FIRST FEMALE MUSLIM Legislator Votes To Make Life Insurance Companies Do The UNTHINKABLE For Dead Terrorists [VIDEO],FAKE
"Putin, Trump to discuss North Korea on Tuesday: IFX cites Kremlin aide",REAL
"In pre-recorded video, detained Venezuela oil minister says is 'victim'",REAL
THIS ONE VERY IMPORTANT THING THE MEDIA MISSED That Tells You How The Candidates Feel About America,FAKE
Exclusive: Donald Trump Jr. hires N.Y. lawyer for Russia probes,REAL
Puerto Rico governor hopes for 'open dialogue' with Mnuchin,REAL
" Sam Bee On #GoldenShowerGate: ‘It’s Number One Tricky,’ Much Like Trump’s Escort Service (VIDEO)",FAKE
U.S. top court weighs race challenges to legislative districts,REAL
" Homeless Veterans Group Asked Trump For A Donation, So He Sent Them Bumper Stickers",FAKE
 Obama Just Made A VERY Powerful Statement About Trump’s Attempts To Repeal Obamacare (VIDEO),FAKE
OH LOOK! New Yorkers Don’t Hate Trump As Much As Media Says They Do…Trump Gets Surprising Reaction From Diners In NY Restaurant [VIDEO],FAKE
Genocide trial against ex-Guatemalan dictator Rios Montt to restart,REAL
"ANGELA MERKEL Running For Re-Election Makes Stunning Announcement To BAN BURKAS, After Flooding Nation With 2 Million (Mostly Muslim) Migrants",FAKE
 WATCH: GOP Senator Pleads With Trump To Drop Out Of The Election (VIDEO),FAKE
Ex-South Carolina cop gets 20 years in prison for black motorist's death,REAL
U.N. chief says no alternative to two state solution in Middle East,REAL
Minor train disruption rattles Singapore's reputation for glitch-free services,REAL
"Julian Assange – “Everything that he has said, he’s standing by.”",FAKE
DID IRAN RELEASE This Footage Of Captured U.S. Sailor Apologizing To Humiliate America?,FAKE
MEDIA IGNORES Time That Bill Clinton FIRED His FBI Director On Day Before Vince Foster Was Found Dead,FAKE
OOPS! CRYBABY HAMILTON STARS Who Lectured Pence Haven’t Voted In Years [VIDEO],FAKE
Trump says he would bar top aides from accepting speaking fees,REAL
Macau billionaire's aide in plea talks in U.N. bribe case,REAL
DIRTY POOL! FBI AND DOJ Just Affirmed They Spied On Trump WITHOUT Proving Dossier’s Authenticity,FAKE
LONDON’S FIRST MUSLIM MAYOR BANS “Sexy Women” On Advertisements,FAKE
U.S. Senate majority leader: Looking at ways to help Puerto Rico,REAL
Britain has not formally assessed impact of Brexit on economy - Brexit minister,REAL
Exclusive: U.S. agencies split over fingerprinting parents of child immigrants,REAL
 Trump Has Ruined His Own Name So Badly His Hotels Resort To DRASTIC Steps To Bring In Business,FAKE
JILL STEIN (HILLARY’S) Recount Collapses: Misses Deadline In Pennsylvania…Sues WI For Refusing Hand Recount [VIDEO],FAKE
China state media attacks Western democracy ahead of Congress,REAL
FLASHBACK: Female Terrorist Who Planned To Blow Up NYC Police Funeral Was A Pre-School Teacher [Video],FAKE
Canada could make some gains if NAFTA reopened: negotiators,REAL
WAS “OPEN-BORDERS” Angela Merkel Behind $4 MILLION Taxpayer Funded Donation To Hillary’s “Foundation” One Month Before Election?,FAKE
WATCH SHOCKING INVASION OF ITALY: Will These “Economic Parasites” End Up In The US? [Video],FAKE
Philippine troops kill 14 Maoist rebels in clash: army,REAL
U.S. derivatives regulator to move on from Dodd-Frank under Trump,REAL
INVITED POP STAR SAYS SHE’LL PERFORM At Trump Inauguration ONLY If She Can Sing Song About Lynching Blacks,FAKE
 Seth MacFarlane Wants His Fellow Bernie Supporters To Know Something VERY Important,FAKE
AUSTRIAN PARENTS AND TEACHERS Sacrifice Young Girls At Liberal Altar: Teen Refugees Sexually Abuse School Girls For Months,FAKE
Passengers on Saudi Arabia airlines allowed to bring electronics on flights to UK,REAL
France's Macron says mistake to pull out of Iran nuclear deal,REAL
Opposition leader says Brexit must not be used to turn UK into a tax haven,REAL
PALESTINIANS STEPPING UP STABBINGS: Dramatic Video Shows Palestinian Man Stabbing Israeli Police Officers…Israeli Teen Stabbed On Bicycle,FAKE
Colombian police seize 7 tons of cocaine at banana farm,REAL
Exclusive: Majority of Americans support transgender military service - poll,REAL
WATCH Life Accordion To Trump! [VIDEO],FAKE
Trump says New Hampshire win not necessary to secure nomination,REAL
Ukrainian minister's son gets conditional release in graft case,REAL
Police reveal names of Orlando club shooting victims,REAL
Plans to hold delayed Kenya vote postponed in some counties,REAL
"Seeking to relaunch social agenda, UK's May to address racial disparity",REAL
“Peaceful” Muslims Scream: “THIS IS FOR ALLAH” After Driving Van 50 MPH Pedestrians…3 ARMED Terrorists On Run In Gun-Free London…Britain’s PM Calls It “Potential Act Of Terror” [VIDEO],FAKE
Hillary Clinton warns Britain on potential trade deal with Trump,REAL
Pinera holds lead in Chile's presidential race: poll,REAL
ANOTHER CLINTON CASUALTY? Activist MURDERED After Openly Blaming HILLARY For Meddling Role In Honduran Coup [VIDEO],FAKE
 Melania Trump Makes SHOCKING Admission Disqualifying Her Husband From Office,FAKE
Turkey's Erdogan says will not succumb to U.S. 'blackmail' over court case,REAL
Senate Budget Committee approves Mulvaney as budget director,REAL
 Grand Jury Indicts Anti-Choice Zealots Who Produced Phony Planned Parenthood Videos,FAKE
France's Le Drian says 'no' to Iran Mediterranean axis,REAL
Lebanon detains Uber driver suspected of murdering British embassy worker: security official,REAL
Turkish minister says will work to improve ties with Germany,REAL
 Neo-Nazis Think They Know Exactly Who Is Responsible For Forcing Flynn Out; Predicts Others Will Fall Too,FAKE
BREAKING: SENATE STRIKES BACK After Obama Slaps 9/11 Victim’s Families In The Face….Vote 97-1,FAKE
PELOSI CLAIMS Congressman Who Shows Up for Meetings in His Underwear is an ‘ICON’ [Video],FAKE
" Just Days In, Trump Administration Ready To Dump Top Staffer",FAKE
KARMA: Race-Obsessed Detroit Free Press Editorial Editor Who Led Effort To Destroy Kid Rock’s Career Is FIRED Over Allegations of Inappropriate Behavior With Female Colleagues,FAKE
WHILE WE’RE DEBATING CRUZ VS TRUMP: Listen To What GOP Elites Have In Store For Us [Video],FAKE
Agent Angelina: Are CIA Using Hollywood’s Jolie as Soft Power Operative?,FAKE
" Trump INFURIATES Intelligence Community, Puts National Security At Risk Before He Even Takes Office",FAKE
Hillary Clinton: “Victory Fund” Gets Massive Cash Injection from Hedge Fund Management (Soros),FAKE
" Hillary Clinton Never Put National Security In Danger, But Guess Who Did?",FAKE
"STUNNING BETRAYAL! 43 REPUBLICANS, In Dark Of Night Vote To Approve Obama’s Transgender Bathroom Decree",FAKE
Q&A: What we know about U.S. probes of Russian meddling in 2016 election,REAL
"Globalization, migration fears reawaken Germans' interest in 'Heimat'",REAL
BLACK WOMAN IN CHARLESTON WARNS “There’s gonna be a race war against ‘Cracka’s'”,FAKE
 Kentucky Republican To Rape Victim: Getting DNA From Rapist Worse Intrusion Than Being Raped,FAKE
BEST 10 SECONDS OF YOUR DAY: Watch Al Sharpton Say He’ll Leave The U.S. If Trump Is Elected,FAKE
Republican presidential nominee Carson's finance chair quits,REAL
Merkel: We'll conduct Brexit talks to minimize damage to Germany,REAL
WIKILEAKS JULIAN ASSANGE Reveals Hillary’s Connection To ISIS And Discusses Emails That Could Put Her In Jail [VIDEO],FAKE
"U.S. SEC chair grilled by Senate panel over cyber breach, Equifax",REAL
BLACK BOSTON COP Taunted By Black Woman: “You stupid a** black bitch. You’re suppose to be on our side”,FAKE
BARACK OBAMA SHOWS HE’S SERIOUS About Fighting Terrorism…Releases Osama Bin Laden’s Bodyguard From Gitmo,FAKE
(VIDEO) RIOTERS TAKE SELFIES WITH TORCHED POLICE CAR,FAKE
Ex-Georgian leader risks extradition on return to Ukraine,REAL
 Judge Rules That It’s Very Expensive To Be The Victim Of A Mass Shooting,FAKE
Year of protests and crisis in volatile Venezuela,REAL
Prominent Russian journalist leaves country after threats,REAL
"Trump’s Foreign Policy: Promote Stability NOT Change, Stop Helping Terrorists",FAKE
"UK urgently needs Brexit transition deal, and more time after that, lawmakers say",REAL
BOOM! Trump Drains Obama Swamp…Mandates All Ambassadors Vacate Positions “Without Exceptions” By Inauguration Day,FAKE
 Watch Chuck Todd SHRED Trump For His Hypocritical Attacks On The Clintons (VIDEO),FAKE
"MEET CONSERVATIVE MUSLIM Steve Bannon Hired For Key Position At Breitbart: Only Thing Left Knows Are “Smears, lies, hate, libel, defamation, and an abdication of decency”",FAKE
U.S. officials working to restore public trust in police: attorney general,REAL
LOL! This One Picture Sums Up Trump’s BRUTAL SMACKDOWN Of Mainstream Media At Today’s Press Conference,FAKE
"OUCH! President Trump Takes Off The Gloves…BLASTS Democrats For Using AMNESTY For Illegals As Bargaining Chip For Funding Government: “‘Help me, Dad!’ Those were the last words spoken by Kate Steinle, as she lay dying on a San Francisco Pier” [VIDEO]",FAKE
NOT-IMPARTIAL DEBATE MODERATOR Martha Raddatz Sat On Whistleblower Story That Could’ve Ended Obama’s Chances in 2008 [VIDEO],FAKE
"Fishing boat capsizes in South Korea, eight killed",REAL
Gunmen kill four  in sectarian attack in Pakistan,REAL
CLIMATE CHANGE DENIERS BEWARE: The DOJ Wants To Punish You With A Civil Suit! [Video],FAKE
OBAMA NOMINATES FIRST MUSLIM FOR FEDERAL BENCH: Can A Devout Muslim Rule Without Including Sharia Law In His Decision?,FAKE
HIGH-LEVEL WHISTLEBLOWER Exposes Astonishing Evidence Of Exaggerated Global Warming Data Used To DUPE World Leaders Into Investing Billions,FAKE
ONLY 25% OF DOWN SYNDROME BABIES ARE ALLOWED TO BE BORN…This ‘Flying Baby’ Might Make Some People Re-think That Decision,FAKE
TRUMP BLASTS MEDIA For LYING About Bust Of MLK JR Being Removed From Oval Office…Brings One Very Important Bust BACK Into The Oval Office,FAKE
"Trump, first lady will not attend Kennedy Center Honors: White House",REAL
"As election looms, Trump says he is 'last chance,' Clinton sees 'moment of reckoning'",REAL
"Clinton, Kasich win New York Times endorsement in U.S. presidential race",REAL
" Megyn Kelly Caves To Trump, Holds Secret Meeting Rumored To Be Interview Request",FAKE
 Starbucks ‘Pleased’ That Their Cafes Are Now Segregated For Men And Women (TWEETS),FAKE
France unveils labor reforms in first step to re-shaping economy,REAL
White House names retired Air Force general as first cyber security chief,REAL
Danish police identify torso as missing submarine journalist,REAL
"AMERICA IN CRISIS: “Hillary Clinton Is A CRIMINAL Involved In a Criminal Enterprise…If The Voters Do Not Stop Her, She Will Be The Next President of the United States”",FAKE
"VW agrees to buy back diesel vehicles, fund clean air efforts",REAL
Revealed: Loretta Lynch Given Talking Points for Secret Clinton ‘Tarmac Meeting’,FAKE
WOW! HUNGARY’S PRIME MINISTER Follows Through On Promise To Build Border Wall…George Soros Will Be Furious When He Sees The STUNNING Number of Illegal Immigrants He’s Kept Out So Far,FAKE
Russia's Putin calls for gradual reform of U.N.,REAL
Trump calls for increased military response after Orlando shooting,REAL
"After healthcare failure, Republicans face similar divisions on tax reform",REAL
Anti-Mugabe pastor acquitted in Zimbabwe of public violence charges,REAL
Trump infrastructure plan adds little to global copper backdrop,REAL
 Bernie Sanders Roasts Donald Trump: ‘I Don’t Have To Spend Money’ To Make Him ‘Look Dumb’ (VIDEO),FAKE
Russian 'propaganda on steroids' aimed at 2016 U.S. election: lawmaker,REAL
Israel ambassador asks to meet New Zealand pop star Lorde over canceled show,REAL
"Be careful of lithium ion batteries, Europe warns Christmas air travellers",REAL
Path cleared for Congress to consider U.S. arms sale to Riyadh: State Department,REAL
Democrats urge full review before Senate vote on Obamacare attack,REAL
WHY PICTURE OF CHE-OBAMA Was Much Worse Than Anyone Imagined,FAKE
#Berkeley CRAZY! RIOTERS CHASE And Beat People Shouting: “Beat his ass!” [Video],FAKE
Democratic senators urge speed on Supreme Court nominee,REAL
 Trump Is HOPING People Won’t See This Video That PROVES He’s Lying About Voter Fraud,FAKE
" Stunning New Poll Reveals Global Opinion Of Donald Trump, This Is Unprecedented (IMAGES)",FAKE
Togo forces fire tear gas to disperse anti-government sit-in,REAL
"Democrats must focus on swing suburbs to win elections, Chicago mayor says",REAL
LOL! HILLARY ACCIDENTALLY Calls Trump Her “Husband” [VIDEO],FAKE
Russia and China discuss coordination on North Korea,REAL
Russia defense ministry delegation arrives in Pyongyang: Interfax,REAL
Rick Perry a leading candidate for U.S. energy post: source,REAL
Senate votes to proceed with confirmation vote on SEC nominee,REAL
Ohio system of purging inactive voters not legal: court,REAL
(VIDEO) JUSTICE DEPARTMENT AND FBI CLASH ON WHETHER TO CALL CHARLESTON MURDERS TERRORISM OR A HATE CRIME,FAKE
LOL! Lawless HS Snowflakes Try To Bust Out Of School For Anti-Trump Protest…School Locks Them In! [VIDEO],FAKE
Rosenstein may need to recuse himself from Russia probe: ABC News,REAL
"U.S. judge blocks transgender, abortion-related Obamacare protections",REAL
Denmark to ramp up cyber security efforts: defense minister,REAL
[VIDEO] HILLARY’S VAN BLOWS BY ELDERLY PEOPLE IN WHEELCHAIRS Waiting To See Her On Way To Manufactured Event,FAKE
REMEMBER WHEN WE HAD A COMMANDER IN CHIEF WHO REALLY LOVED AND RESPECTED OUR MILITARY?,FAKE
 How The GOP Became The Party Of White Supremacists Under Donald Trump,FAKE
 WATCH: Trump Minion Makes HUGE Slip About Who Will Pay For Infrastructure Spending,FAKE
U.N. blacklists Saudi-led coalition for killing children in Yemen,REAL
 Geraldo Rivera: GOP Will Only Nominate A ‘Crazy Person’ Who ‘Can Never Be Elected’ (VIDEO),FAKE
Classless Obama Continues to Shamelessly Shadow Trump: ‘We have a temporary lack of American leadership’,FAKE
TOBY KEITH Has AWESOME Response To Crybaby Attacks Over Trump Inauguration Performance [VIDEO],FAKE
Conditions not yet in place for safe Rohingya returns: UNHCR,REAL
 Here’s The Embarrassing Reason Why Trump Refused To Do On-Camera Appearances This Morning (TWEETS),FAKE
Finger Wagging Maxine Waters on Illegal Aliens and the Wall: ‘This is their country!’ [Video],FAKE
Trump backs away from bipartisan Senate healthcare bill,REAL
Tech CEO Whitman calls Trump 'unfit' to be U.S. president,REAL
Spain aims to avoid economic damage to Catalonia through direct rule: PM,REAL
California cities see chance to cash in on marijuana,REAL
IS LONDON About To Elect Its First MUSLIM Mayor? [VIDEO],FAKE
"Tillerson: U.S. committed to 'One China' policy, also Taiwan",REAL
"Italy lower house passes new electoral law, moves on to Senate",REAL
Top U.S. Senate Democrat says he will support Puerto Rico bill,REAL
"Trump signs Russia sanctions bill, Moscow calls it 'trade war'",REAL
 BREAKING: Highest-Ranking Elected Republican Says He Won’t Support Trump,FAKE
CLAREMONT COLLEGES “Students Of Color” REFUSE To Live With Whites: “I don’t want to live with any white folks”…”Don’t see how this is racist at all”,FAKE
 John Cleese SLAMS Trump: It’s Like He’s ‘Assembling The Crew For A Pirate Ship’ – NOT A Presidency (TWEETS),FAKE
 Trevor Noah Brutally Dropkicks Ted Cruz For His ‘Jackass’ Response To The Brussel’s Bombings (VIDEO),FAKE
"After firing, Bannon returns to his 'killing machine'",REAL
Exclusive: Trump supporters more likely to view blacks negatively - Reuters/Ipsos poll,REAL
California lawmakers send governor bill authorizing farmworker overtime,REAL
Trump leads Republican field nationally by more than 20 points: poll,REAL
CHILLING PHOTO Captures FEMALE SUICIDE BOMBER Carrying Baby Moments Before She Blows Both Of Them Up,FAKE
"One U.S. attack is not enough, says Syrian opposition",REAL
Magnitude 6.0 earthquake hits western Iran: state media,REAL
"U.S.'s Tillerson concerned over Saudi purge, monitoring Hariri situation",REAL
"House reauthorizes Iran sanctions bill, sets Syria sanctions",REAL
Tillerson says North Korea's aggression endangers 'entire world',REAL
"Trump taps climate change skeptic, fracking advocate as key energy advisor",REAL
 Boeing Cuts 10% Of Jobs After Receiving $8.7 Billion In Government Tax Breaks And Subsidies,FAKE
US BOOTS: US Marines Deployed For Ground Combat in Iraq (to defend oil fields),FAKE
"France's Macron says his job not 'cool', cites talks with Turkey's Erdogan",REAL
